id,title,type,style_type,product_url,descr,color,size,keywords,image_name
1130164,"
",Bottom,"jeggings female",http://www1.bloomingdales.com/shop/product/joes-jeans-girls-white-spotless-jeggings-sizes-2-14?ID=1130164&CategoryID=3866,"
Let her dare to wear white. These Joe's Jeans jeggings feature a stay-true wash that repels stains--simply wipe off liquids like soda and oil with a cloth and spills will be her little secret.
","Optical White","2, 6, 6X, ","Belt loops, zip fly with button closure, faux front pockets, real back pockets, Silver-tone hardware, Innovative wash is water resistant and stain repellent, While some staining may occur with colored liquids, these stains can be easily removed when washed at home, This garment will not repel pigment-based colors, such as lip gloss, make up, nail polish, paint, etc., Treatment lasts approximately 20 home washes when washed with a mild liquid detergent on a normal wash cycle and dried on a low tumble setting, Cotton/spandex, Machine wash, Imported, ",8645495
1134920,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/j-brand-jeans-maria-high-rise-skinny-in-afterdark?ID=1134920&CategoryID=2911,"
A sleek sateen fit and right-now high-rise makes J Brand's signature Maria jeans a must for the season. Work the black wash skinnies with killer stilettos for night-out wow.
",Afterdark,"24, 25, 26, 27, 28, 29, 30, 31, 32, ","Model measurements: 5'10"" height, 30.5"" bust, 23"" waist, 33.5"" hips, Zip fly with button closure, four-pocket silhouette, high-rise, Contrast stitching, copper logo hardware, 9.5"" rise, 30"" inseam, 9.75"" leg opening, Cotton/lyocell/polyester, Machine wash, Made in USA, ",8648261
1134968,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/splendid-pullover-west-shore-stripe-active?ID=1134968&CategoryID=2911,"
From comfy-cool tees to cozy knit cardis, Splendid’s luxe essentials make off-duty dressing a breeze.
",Stonewash,"X Small, Small, Medium, Large, ","Model measurements: 5'9.5"" height, 34"" bust, 24"" waist, 34"" hips, Lace-up v neck, long raglan sleeves, side vents, Cotton/rayon, Hand wash, Made in USA, ",8648375
681394,"
",Tops,"tee female",http://www1.bloomingdales.com/shop/product/velvet-by-graham-spencer-top-joss-dolman?ID=681394&CategoryID=2911,"
",Meridian,"Petite, Small, Medium, Large, X Large, ","Wide boatneck, three quarter dolman sleeves, We recommend ordering one size up for off-shoulder styling, Cotton, Machine wash, Made in USA, ",8648387
1127779,"
",Tops,"camisole female",http://www1.bloomingdales.com/shop/product/eberjey-india-cami?ID=1127779&CategoryID=2910,"
Eberjey's cami top is prettily detailed with scalloped lace for a feminine finish.
",White,"Small, Medium, Large, ","Model measurements: 5'9.5"" height, 34"" bust, 24"" waist, 34"" hips, Model measurements: 5'9"" height, 34"" bust, 23"" waist, 35"" hips, V-neck, semi-sheer lace top, adjustable straps, knit body, Rayon; lace: nylon/spandex, Hand wash, Imported, ",8648460
1136318,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/moon-meadow-paisley-wide-leg-silk-pants?ID=1136318&CategoryID=2910,"
Get resort-ready in these billowing silk pants from Moon & Meadow, marked by a bright paisley print and comfy smocked waistband.
",Cobalt,,"Model measurements: 5'9"" height, 34"" bust, 23"" waist, 35"" hips, Smocked elasticized waist, wide-leg silhouette, paisley print, 31"" inseam, Silk, Dry clean, Made in USA, ",8650307
1138144,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/lafayette-148-new-york-delana-animal-print-blouse?ID=1138144&CategoryID=2910,"
Lafayette 148 New York takes a tour through the animal kingdom in this fierce mixed-print blouse, crafted from supple silk.
","Ash Multi",,"Crewneck, long sleeves with button cuffs, concealed front button placket, round hem, Silk, Dry clean, Imported, ",8651329
1142778,"
",Bottom,"jeggings female",http://www1.bloomingdales.com/shop/product/karen-kane-cropped-jeggings?ID=1142778&CategoryID=2910,"
Designed for the weekend, Karen Kane's dark denim leggings are as comfy as they are stylish, in an of-the-moment ankle silhouette.
","Dark Rinse","2, 4, 6, 8, 10, 12, 14, 16, ","Model measurements: 5'11"" height, 33.5"" bust, 24.5"" waist, 35.5"" hips, Solid elasticized waistband, decorative front fly, two decorative front pockets, Two back patch pockets, cropped silhouette, contrast stitching, 26"" inseam, Cotton/polyester/spandex, Machine wash, Made in USA, ",8653442
1142858,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/kate-spade-new-york-faux-fur-front-pullover?ID=1142858&CategoryID=2910,"
If you're on the prowl for a statement sweatshirt, look no further than kate spade new york's cozy pullover, which captures the fierce look of winter's snow leopard with a fuzzy faux-fur printed panel.
",Black/White,"Large, X Large, ","Model measurements: 5'11"" height, 33.5"" bust, 24.5"" waist, 35.5"" hips, Crewneck, drop shoulders, long sleeves, printed faux fur front panel, Front panel: modacrylic/acrylic/polyester; back panel: polyester, Dry clean, Imported, ",8653593
1142864,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/moon-meadow-foldover-linen-pants?ID=1142864&CategoryID=2910,"
Breezy and easy, these luxe linen pants from Moon & Meadow are an effortless essential for your resort-ready wardrobe.
",Canvas,"X Small, Small, Medium, Large, X Large, ","Model measurements: 5'11"" height, 33.5"" bust, 24.5"" waist, 35.5"" hips, Fold-over knit waistband, center front seam detailing, wide-leg silhouette, 11"" rise, 33"" inseam, 12.5"" leg opening, Linen; contrast: cotton/modal/spandex, Machine wash, Made in USA, ",8653617
1142864,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/moon-meadow-foldover-linen-pants?ID=1142864&CategoryID=2910,"
Breezy and easy, these luxe linen pants from Moon & Meadow are an effortless essential for your resort-ready wardrobe.
",White,"X Small, Small, Medium, Large, X Large, ","Model measurements: 5'11"" height, 33.5"" bust, 24.5"" waist, 35.5"" hips, Fold-over knit waistband, center front seam detailing, wide-leg silhouette, 11"" rise, 33"" inseam, 12.5"" leg opening, Linen; contrast: cotton/modal/spandex, Machine wash, Made in USA, ",8653771
1142955,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/mara-hoffman-top-crop-racer?ID=1142955&CategoryID=2911,"
A sunburst of color and pattern invigorate the crop silhouette for the season on Mara Hoffman's vibrant topper. Mirror the bold effect by pairing with a perfect-match skirt. 
","El Mundo Lilac",,"Model measurements: 5'9"" height, 32"" bust, 23"" waist, 34"" hips, Crewneck, sleeveless , Cotton/polyester/spandex, Dry clean, Imported, ",8653845
1143239,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/aqua-top-peekabo-crop?ID=1143239&CategoryID=2911,"
AQUA's minimalist crop top features cool cutouts and a fitted silhouette that makes a major entrance when paired with high-rise denim, high-waisted skirts and more. 
",Black,,"Model measurements: 5'9"" height, 33"" bust, 24"" waist, 34"" hips, Boat neck, short sleeves, cutouts at shouders, Cropped silhouette, exposed back zip, lined , Rayon/spandex, Dry clean, Made in USA, ",8654039
1143129,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/bailey-44-sweatshirt-sequin-sleeve?ID=1143129&CategoryID=2911,"
Dazzling sequin sleeves update this classic, sporty silhouette from Bailey 44. 
",Ivory,"X Small, Small, ","Model measurements: 5'9"" height, 33"" bust, 24"" waist, 34"" hips, Round neck, long sequined sleeves, banded cuffs and hem , Rayon/cotton/spandex, Dry clean, Made in USA, ",8654224
1145234,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/aqua-girls-basic-denim-shorts-sizes-4-6x?ID=1145234&CategoryID=3866,"
",Black,"4, 5, 6, 6X, ","Belt loops at adjustable waist, zip fly with snap closure, five-pocket silhouette, Bronze-tone hardware, frayed hems, Cotton/spandex, Machine wash, Imported, ",8655877
876988,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/milly-crochet-lace-cropped-shell-cover-up-top?ID=876988&CategoryID=2911,"
Breeze through the season in the coolest cover up: A crochet crop top that goes right from beach to boardwalk.
",White,,"Crewneck, button closure at back neck with keyhole detail , Crochet design , Polyester; combo: polyester/cotton, Hand wash, Made in USA, ",8658966
1151331,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/moon-meadow-wide-leg-pants?ID=1151331&CategoryID=2910,"
Moon & Meadow goes beyond breezy in these ultra-wide-leg pants, flaunting a flare that really pumps up the volume of your look.
",Black,,"Model measurements: 5'10"" height, 34"" bust, 25"" waist, 35"" hips, Elasticized shirred waist, flared wide-leg silhouette, 10.5"" rise, 33"" inseam, 34"" leg opening, Polyester, Dry clean, Made in USA, ",8659380
1152364,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/dkny-girls-terry-everywhere-sweatshirt-sizes-s-xl?ID=1152364&CategoryID=3866,"
Silver-tone studs and a shark bite hem add edge to a DKNY sweatshirt.
","Peach Blush","Small, Medium, Large, ","Contrast round neck, long sleeves, Contrast side panels with silver-tone stud detail, shark bite hem, Polyester/rayon, Machine wash, Imported, ",8660533
1160294,"
",Bottom,"boyfriend jeans female",http://www1.bloomingdales.com/shop/product/eileen-fisher-boyfriend-jeans-in-vintage-black?ID=1160294&CategoryID=2910,"
Slip into off-duty mode with these roll-cuff boyfriend jeans from Eileen Fisher, in a slouchy silhouette with a soft black wash for that vintage rocker edge.
","Vintage Black","2, 4, 6, 8, 10, 12, 14, 16, ","Zip fly with button closure, five-pocket silhouette, belt loops, Contrast stitching, silver-tone hardware, slight fading, mid-rise, 29"" inseam (unrolled cuffs), 8.5"" rise, 12"" leg opening , Organic cotton/spandex, Machine wash, Imported, ",8666880
1160297,"
",Tops,"poncho female",http://www1.bloomingdales.com/shop/product/moon-meadow-cotton-fringe-poncho?ID=1160297&CategoryID=2910,"
Layer on boho style with Moon & Meadow's effortless cotton poncho accented with flowing fringe, the season's trend-right trim.
","
Navy
",,"Cowl neck, fringe trim, 35"" x 23.5"", Cotton, Hand wash, Imported, ",8666894
1161526,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/vintage-havana-girls-nyc-sweatshirt-sizes-s-xl?ID=1161526&CategoryID=3866,"
This Vintage Havana sweatshirt will warm up her casual-cool vibe.
",Grey,"Small, Medium, ","Contrast round neck, sleeve cuffs and hem, ""NYC"" at front, Cotton/polyester, Machine wash, Made in USA, ",8668420
1162987,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/alice-olivia-sweatshirt-jacket-two-tone-structured?ID=1162987&CategoryID=2911,"
A revamped iteration on an old-school classic, Alice + Olivia's sweatshirt jacket features a slightly structured shape rendered in cozy heathered cotton. 
",Grey/White,,"Draped open front, long sleeves, contrasting interior , Cotton, Dry clean, Imported, ",8669534
1165708,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/splendid-intimates-lace-trim-stripe-pullover?ID=1165708&CategoryID=2910,"
Sumptuously soft in a comfy knit cotton, Splendid Intimates' striped topper sports cool style with alternate-angle trim and a lovely lace triangle at the neck.
","Luxe Stripe",,"Round neck, long banded sleeves, sheer lace triangle at neckline, striped, Cotton, Machine wash, Imported, ",8670539
1166025,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/cynthia-rowley-cami-bonded-crop?ID=1166025&CategoryID=2911,"
Dreamy, blushing blooms thrive on Cynthia Rowley's v-neck cami, rendered in an of-the-moment crop silhouette that's pure style perfection when paired with a coordinating skirt.
","Pink Floral",,"V neck, adjustable straps, exposed side zip , Micropolyester/Lycra  spandex, Dry clean, Made in USA, ",8670990
1166029,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/cynthia-rowley-top-bonded-crop?ID=1166029&CategoryID=2911,"
Cynthia Rowley teams soft-and-dreamy pastel pink with of-the-moment petals for this crush-worthy bonded blush top. 
","Pink Floral","Medium, Large, ","Crewneck, sleeveless, concealed side zip closure , Micropolyester/Lycra  spandex, Dry clean, Made in USA, ",8671000
1166038,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/amanda-uprichard-pants-wide-leg-silk?ID=1166038&CategoryID=2911,"
With a colorful stroke of genius, Amanda Uprichard's wide leg pants wow in a captivating watercolor print atop signature luxe silk.
",Watercolor,"Petite, Small, Medium, ","Elasticized waist, off-seam pockets, wide leg, Silk, Dry clean, Imported, ",8671020
1166074,"
",Bottom,"shorts female",http://www1.bloomingdales.com/shop/product/joie-shorts-pocket-drawstring?ID=1166074&CategoryID=2911,"
Kick back in the effortless silhouette of Joie's drawstring shorts, rendered in a lightweight linen blend. 
",Porcelain,,"Drawstring waist, front zip pockets, single back pocket, cuffed , Linen/lyocell, Dry clean, Imported, ",8671092
667255,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/j-brand-jeans-mid-rise-capri-in-blanc?ID=667255&CategoryID=2911,"
Opt for white with these J Brand 811 skinny jeans, and prove that post-Labor Day, this tone is still on-trend and of-the-moment.
",Blanc,"24, 25, 26, 27, 28, 29, 30, 31, 32, ","Zip fly with button closure, five-pocket silhouette, Tonal stitching, silver-tone logo hardware, 8"" rise, 30"" inseam, 10"" leg opening, Looking for the perfect fit? Check out our , Cotton/polyester/elastane, Machine wash, Made in USA, ",8671375
1167169,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/dl1961-jeans-florence-instasculpt-skinny-in-milk?ID=1167169&CategoryID=2911,"
Rendered in innovative Instasculpt denim, DL1961's Florence jeans slim and lift--without losing shape--for the perfect flattering fit.
",Milk,"24, 25, 26, 27, 28, 29, 30, 31, 32, ","Zip fly with button closure, five-pocket silhouette, high-rise, Tonal stitching, white logo hardware, 9"" rise, 30"" inseam, 10.5"" leg opening, SMART DENIM: Instasculpt technology instantly slims, tones and lifts with innovative four-way stretch XFIT Lycra  denim. , Cotton/elasterell-p, Machine wash, Imported, ",8671655
1168478,"
",Bottom,"shorts female",http://www1.bloomingdales.com/shop/product/under-armour-girls-hydro-stunner-novelty-shorts-sizes-s-xl?ID=1168478&CategoryID=3866,"
These comfy shorts feature Under Armour's signature Moisture Transport System to wick sweat, keeping her dry and light.
","Snorkel Blue/ Evening Blue","Small, Medium, Large, X Large, ","Elasticized waist with drawstring tie, Reflective logo at right leg, color blocked side panels and hem, Streamlined scallop hem to unlock range of motion, Lightweight woven fabric delivers superior comfort and durability, Signature Moisture Transport System wicks sweat to keep her dry and light, Polyester, Machine wash, Imported, ",8672355
1168489,"
",Bottom,"shorts female",http://www1.bloomingdales.com/shop/product/under-armour-girls-stunner-shorts-sizes-s-xl?ID=1168489&CategoryID=3866,"
These comfy shorts feature Under Armour's signature Moisture Transport System to wick sweat, keeping her dry and light.
","Exotic Bloom/Lead","Small, Medium, X Large, ","Elasticized waist with drawstring tie, Reflective logo at right leg, color blocked side panels and hem, Streamlined scallop hem to unlock range of motion, Lightweight woven fabric delivers superior comfort and durability, Signature Moisture Transport System wicks sweat to keep her dry and light, Polyester, Machine wash, Imported, ",8672367
1168499,"
",Bottom,"shorts female",http://www1.bloomingdales.com/shop/product/under-armour-girls-hype-hydro-embossed-rollover-shorts-sizes-s-xl?ID=1168499&CategoryID=3866,"
Crafted from lightweight knit fabric, these Under Armour shorts will keep her covered and comfortable.
","Mosaic Green/ Exotic Bloom","Small, Medium, Large, X Large, ","Embossed contrast elasticized rollover waist with wordmark at back, Slightly scalloped legs, contrast stitching at sides and binding at hem, logo at right leg, Signature Moisture Transport System wicks sweat to keep her dry and light, Lightweight stretch construction improves mobility for full range of motion, Polyester/elastane, Machine wash, Imported, ",8672383
1168501,"
",Bottom,"shorts female",http://www1.bloomingdales.com/shop/product/under-armour-girls-hype-rollover-shorts-sizes-s-xl?ID=1168501&CategoryID=3866,"
Crafted from lightweight knit fabric, these Under Armour shorts will keep her covered and comfortable.
","Carbon/ After Burn Red","Small, Medium, Large, X Large, ","Contrast elasticized rollover waist with wordmark at back, Slightly scalloped legs, contrast stitching at sides and binding at hem, logo at right leg, Signature Moisture Transport System wicks sweat to keep her dry and light, Lightweight stretch construction improves mobility for full range of motion, Polyester/elastane, Machine wash, Imported, ",8672386
1169135,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/zinke-white-drew-eyelet-crop-top-swim-cover-up?ID=1169135&CategoryID=2910,"
Cutesy as a cover up or on its own, Zinke's eyelet crop top shows some skin on your island getaway.
",White,,"Crewneck; sleeveless; allover eyelet cut-outs, Back hook closure with keyhole; lined, Cotton; lining: viscose, Hand wash, Made in USA, ",8672729
1174468,"
",Tops,"camisole female",http://www1.bloomingdales.com/shop/product/chantelle-bodysuit-vous-et-moi-2127?ID=1174468&CategoryID=2910,"
This Chantelle bodysuit embodies the dreamy notion of ""vous et moi"" romance while keeping modest charm with mesh panels and peek-a-boo trim. Style #2127
",Black,"34B, 34C, 34E, 34F, 36B, 36D, 36E, 36F, 38C, 38D, 38E, ","Molded foam underwire cups with mesh overlay, zig-zag stitch openings at front, Adjustable straps with ladder-stitch embroidery, Scoop back with latter-stitch trim, ruched bikini bottom with seamless edges, European sizing - please refer to the size guide for US conversion, Nylon/elastane, Hand wash, Imported, ",8675221
1174539,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/eileen-fisher-funnel-neck-zip-cardigan?ID=1174539&CategoryID=2910,"
Crafted from soft organic cotton, this off-duty cardigan from Eileen Fisher hits the mark for sporty-chic style with an oversize funnel-neck collar and athletic-inspired raglan seams.
",Black,,"Drawstring funnel neck, long raglan sleeves with contrast ribbed cuffs, Exposed copper-tone front zip closure, contrast ribbed hem, Organic cotton, Machine wash, Imported, ",8675367
1174600,"
",Bottom,"ankle pants female",http://www1.bloomingdales.com/shop/product/ag-jeans-legging-ankle-in-19-years-breakdown?ID=1174600&CategoryID=2911,"
Worn with rips and a faded blue wash, AG's legging-fit ankle jeans flaunt the classic comfort you love with the ultra-cool details you crave.
","19 Years Breakdown","30, 31, 32, ","Zip fly with button closure, five-pocket silhouette, low-rise, Tonal stitching, silver-tone and white logo hardware, distressed, whiskered , 7.5"" rise, 28"" inseam, 9.5"" leg opening, Cotton/polyurethane, Machine wash, Made in USA, ",8675623
1179616,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/wildfox-girls-basic-sweatshirt-sizes-4-6x?ID=1179616&CategoryID=3866,"
Comfy and cute in light blue, this super-soft WILDFOX sweatshirt offers versatile coziness.
","Honolulu Blue",,"Round neck, long sleeves, logo embroidery at side, Rayon/polyester/spandex, Machine or hand wash, Made in USA, ",8677233
1180723,"
",Bottom,"cropped pants female",http://www1.bloomingdales.com/shop/product/theory-pants-testra-edition?ID=1180723&CategoryID=2911,"
A cropped hem and a creased leg add a fresh and streamlined vibe to Theory's classic slim pants.
",Black,"00, 0, 2, 4, 6, 8, 10, 12, ","Zip fly with hook-and-eye closure, belt loops, Two side slit pockets. two back button-close slit pockets, cropped tapered leg, Wool/elastane; lining: polyester/spandex, Dry clean, Made in USA of Imported Materials, ",8677666
1180723,"
",Bottom,"cropped pants female",http://www1.bloomingdales.com/shop/product/theory-pants-testra-edition?ID=1180723&CategoryID=2911,"
A cropped hem and a creased leg add a fresh and streamlined vibe to Theory's classic slim pants.
",Navy,"00, 0, 2, 4, 6, 8, 10, 12, ","Zip fly with hook-and-eye closure, belt loops, Two side slit pockets. two back button-close slit pockets, cropped tapered leg, Wool/elastane; lining: polyester/spandex, Dry clean, Made in USA of Imported Materials, ",8677671
1182183,"
",Tops,"poncho female",http://www1.bloomingdales.com/shop/product/halston-heritage-poncho-georgette-inset?ID=1182183&CategoryID=2910,"
HALSTON HERITAGE puts the focus on flowing silhouettes with a sophisticated and oh-so-breezy poncho trimmed in sheer georgette.
","Dark Bone/ Dark Bone","X Small, Small, Large, X Large, ","Boat neck, long sleeves, silk georgette trim and hem, pullover style, Viscose/nylon/polyester/cashmere; contrast: silk, Dry clean, Imported, ",8678573
1182183,"
",Tops,"poncho female",http://www1.bloomingdales.com/shop/product/halston-heritage-poncho-georgette-inset?ID=1182183&CategoryID=2910,"
HALSTON HERITAGE puts the focus on flowing silhouettes with a sophisticated and oh-so-breezy poncho trimmed in sheer georgette.
",Black/Black,"X Small, Small, Large, X Large, ","Boat neck, long sleeves, silk georgette trim and hem, pullover style, Viscose/nylon/polyester/cashmere; contrast: silk, Dry clean, Imported, ",8678576
1182269,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/vince-camuto-brushstroke-print-blouse?ID=1182269&CategoryID=2910,"
Brilliant blue brushstrokes lend an artistic appeal to this breezy layered blouse from VINCE CAMUTO, finished with solid cuffs.
","Bright Blue","Small, Medium, ","Crewneck, long sleeves with solid button cuffs, double layer front, Keyhole back with button closure, high/low hem, semi-sheer, detachable camisole lining, Shell & lining: polyester, Machine wash, Imported, ",8678751
1183557,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/three-dots-wide-leg-pants?ID=1183557&CategoryID=2910,"
Kick back in these comfy wide-leg pants by Three Dots. Pleats at the waist add visual interest to this effortless silhouette.
",Black,"X Small, Small, Medium, Large, ","Elasticized waistband, pleats at waist, side slit pockets, Viscose/spandex, Machine wash, Made in USA, ",8679419
1183650,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/eileen-fisher-petites-high-funnel-neck-box-top?ID=1183650&CategoryID=17378,"
Rooted in cozy classics, Eileen Fisher Petites crafts a boxy off-duty top that defines laid-back cool.
",Ash,,"Funnel neck, long sleeves, textured, kangaroo pocket , Organic cotton, Machine wash, Imported, ",8679499
1183625,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/eileen-fisher-boyfriend-jeans-in-faded-blue?ID=1183625&CategoryID=2910,"
Hit all the right notes in all the right places with Eileen Fisher's boyfriend-fit jeans.
","Faded Blue","2, 4, 6, 8, 10, 12, 14, 16, ","Model measurements: 5'11"" height, 32"" bust, 23.5"" waist, 34.5"" hips, Zip fly with button closure, five-pocket silhouette, mid rise, Contrast stitching, copper-tone hardware, rolled cuffs, 8.75"" rise, 28"" inseam, 12"" leg opening, Organic cotton/spandex, Machine wash, Made in USA, ",8679531
1184319,"
",Tops,"camisole female",http://www1.bloomingdales.com/shop/product/hanky-panky-mesh-g-string-bodysuit?ID=1184319&CategoryID=2910,"
Add dare-to-bare beauty to your boudoir with Hanky Panky's fishnet G-string bodysuit, from the After Midnight® collection.
",Black,"Small, Medium, ","Model measurements: 5'10"" height, 34"" bust, 23.5"" waist, 35"" hips, Scoop neck with strap cut-outs, adjustable spaghetti straps, Silver-tone ring accents, allover sheer mesh, lined gusset, G-string back, Polyester/spandex, Hand wash, Made in USA, ",8680748
1184391,"
",Bottom,"denims female",http://www1.bloomingdales.com/shop/product/paige-denim-jeans-transcend-verdugo-crop-in-vista?ID=1184391&CategoryID=2911,"
Flaunt long, lean legs with the curve-hugging cropped fit of Paige Denim's Verdugo jeans, rendered in a flattering dark wash with subtle fading for the season.
",Vista,"24, 25, 26, 27, 28, 29, 30, 31, 32, ","Model measurements: 5'10"" height, 30.5"" bust, 23"" waist, 33.5"" hips, Zip fly with button closure, five-pocket silhouette, mid-rise, Contrast stitching, brass logo hardware, subtle fading , 8.125"" rise, 26"" inseam, 10.25"" leg opening, Rayon/cotton/polyester/spandex, Machine wash, Made in USA, ",8680896
1184393,"
",Bottom,"boyfriend jeans female",http://www1.bloomingdales.com/shop/product/paige-denim-jeans-jimmy-jimmy-skinny-in-ringo?ID=1184393&CategoryID=2911,"
Paige Denim puts a long-and-lean spin on the boyfriend cut, rendering the Jimmy Jimmy jean in a slouchy-skinny fit that's ultra-cool and of-the-moment.
",Ringo,"24, 25, 26, 27, 28, 29, 30, 31, 32, ","Model measurements: 5'10"" height, 30.5"" bust, 23"" waist, 33.5"" hips, Zip fly with button closure, five-pocket silhouette, mid-rise, Contrast stitching, copper logo hardware, faded, whiskered , 8.375"" rise, 31"" inseam, 13"" leg opening, Cotton/polyester/spandex, Machine wash, Made in USA, ",8680903
1184405,"
",Bottom,"shorts female",http://www1.bloomingdales.com/shop/product/ag-shorts-the-hailey-ex-boyfriend-roll-up-in-9-years-evolve?ID=1184405&CategoryID=2911,"
With a slouchy-cool fit and of-the-moment faded wash, you'll never want to break up with AG's Ex-Boyfriend shorts.
","9 Years Evolve",,"Model measurements: 5'10"" height, 30.5"" bust, 23"" waist, 33.5"" hips, Zip fly with button closure, five-pocket silhouette, high-rise, Contrast stitching, black coated silver-tone logo hardware, faded, cuffed , 9.5"" rise, 3.5"" inseam, 21.5"" leg opening , Cotton/TENCEL  lyocell/polyurethane, Machine wash, Made in USA, ",8680934
1184950,"
",Tops,"cropped top female",http://www1.bloomingdales.com/shop/product/aqua-girls-digital-heart-print-crop-tank-top-sizes-s-xl?ID=1184950&CategoryID=3866,"
She'll show off a little extra love in AQUA's heart print crop tank.
",Black/Blue,"Small, Medium, Large, ","Round neck, sleeveless, cropped, printed, Polyester, Hand wash or dry clean, Made in USA, ",8681445
1185626,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/under-armour-girls-ua-downtown-hoodie-sizes-s-xl?ID=1185626&CategoryID=3866,"
Crafted from lightweight French terry fleece, this Under Armour zip-up hoodie offers superior comfort and durability.
",Crush/Crush/Steel,"Small, Medium, Large, X Large, ","Attached hood, long sleeves with banded cuffs and distressed wordmark down right, front zip closure, Split kangaroo pocket with logo at left, banded hem, Contrast stitching, Signature Moisture Transport System wicks sweat to keep her dry and light, Cotton/polyester, Machine wash, Imported, ",8681911
1185631,"
",Tops,"sweatshirt female",http://www1.bloomingdales.com/shop/product/me.n.u.-girls-rather-be-in-paris-sweatshirt-sizes-xs-xl?ID=1185631&CategoryID=3866,"
Your little jetsetter will look très cute in me.n.u.'s faux leather stripe-sleeve sweatshirt.
",Grey,,"Round neck, dropped shoulders, faux leather stripe long sleeves, ""I'd rather be in Paris"" text at front, High/low hem with rounded back, Cotton of exclusive trim, Hand wash, Made in USA, ",8681919
1191181,"
",Tops,"printed shirts blouses female",http://www1.bloomingdales.com/shop/product/beachlunchlounge-alia-beaded-ikat-print-blouse-bloomingdales-exclusive?ID=1191181&CategoryID=2910,"
Bohemian tops are having a moment as one of spring's top trends and BeachLunchLounge perfects the look in this breezy blouse, designed exclusively for Bloomingdale's. Let your free spirit roam in this statement style, marked by a bright ikat print accented with delicate bead embellishment.
",Chili,,"Split crewneck with beaded placket, three-quarter raglan sleeves with elasticized cuffs, Bead-embellished sleeves and front, contrast cuffs and hem, round hem, Viscose, Machine wash, Made in India, ",8683707
1191432,"
",Bottom,"cropped pants female",http://www1.bloomingdales.com/shop/product/tory-burch-callie-ankle-pants-bloomingdales-exclusive?ID=1191432&CategoryID=2910,"
New-season chic starts with wardrobe-building separates, like these streamlined stretch-cotton pants from Tory Burch. Designed exclusively for Bloomingdale's, this ankle-grazing pair flaunts vented cuffs and a fresh blue hue that's perfect for spring.
",Bay,,"Model measurements: 5'10"" height, 33.5"" bust, 23.5"" waist, 34.5"" hips, Concealed side zip with hook closure, gold-tone logo plat at left hip, Two back slit pockets, vented cuffs, slim silhouette, seam detailing, 28"" inseam, Cotton/polyester/spandex, Dry clean, Imported, ",8683774
1191446,"
",Bottom,"flare pants female",http://www1.bloomingdales.com/shop/product/lafayette-148-new-york-pleat-front-gaucho-pants-bloomingdales-exclusive?ID=1191446&CategoryID=2910,"
Lafayette 148 New York sizes up one of spring's top trends, gaucho pants, with this pleated pair designed exclusively for Bloomingdale's. The label pumps up the volume in this chic style, crafted from stretch linen for a sophisticated take on breezy weekend style.
",White,"4, 6, 10, 14, 16, ","Zip fly with hook-and-eye bar closure, belt loops, pleated front, Two slit side and two faux back pockets, cropped wide-leg silhouette, lined, 11.5"" rise, 26.5"" inseam, 26"" leg opening, Linen/rayon/spandex, Machine wash or Dry clean, Imported, ",8683809
